gene,uniprot,oid,version,panel,synapse_id,filename
SCRN1,Q12765,OID20542,v1,Inflammation,syn51469566,SCRN1_Q12765_OID20542_v1_Inflammation.tar
SCT,P09683,OID30951,v1,Neurology_II,syn52361395,SCT_P09683_OID30951_v1_Neurology_II.tar
SDC1,P18827,OID20169,v1,Cardiometabolic,syn51469318,SDC1_P18827_OID20169_v1_Cardiometabolic.tar
SDC4,P31431,OID20216,v1,Cardiometabolic,syn51468428,SDC4_P31431_OID20216_v1_Cardiometabolic.tar
SDCCAG8,Q86SQ7,OID31423,v1,Oncology_II,syn52361910,SDCCAG8_Q86SQ7_OID31423_v1_Oncology_II.tar
SDHB,P21912,OID31436,v1,Oncology_II,syn52362473,SDHB_P21912_OID31436_v1_Oncology_II.tar
SDK2,Q58EX2,OID30662,v1,Inflammation_II,syn52363516,SDK2_Q58EX2_OID30662_v1_Inflammation_II.tar
SEC31A,O94979,OID30269,v1,Cardiometabolic_II,syn52362714,SEC31A_O94979_OID30269_v1_Cardiometabolic_II.tar
SEL1L,Q9UBV2,OID30196,v1,Cardiometabolic_II,syn52361733,SEL1L_Q9UBV2_OID30196_v1_Cardiometabolic_II.tar
SELE,P16581,OID20290,v1,Cardiometabolic,syn51469529,SELE_P16581_OID20290_v1_Cardiometabolic.tar
SELENOP,P49908,OID30745,v1,Inflammation_II,syn52362809,SELENOP_P49908_OID30745_v1_Inflammation_II.tar
SELL,P14151,OID30752,v1,Inflammation_II,syn52362416,SELL_P14151_OID30752_v1_Inflammation_II.tar
SELP,P16109,OID20379,v1,Cardiometabolic,syn51469997,SELP_P16109_OID20379_v1_Cardiometabolic.tar
SELPLG,Q14242,OID20560,v1,Inflammation,syn51470994,SELPLG_Q14242_OID20560_v1_Inflammation.tar
SEMA3F,Q13275,OID20186,v1,Cardiometabolic,syn51468707,SEMA3F_Q13275_OID20186_v1_Cardiometabolic.tar
SEMA3G,Q9NS98,OID30599,v1,Inflammation_II,syn52362355,SEMA3G_Q9NS98_OID30599_v1_Inflammation_II.tar
SEMA4C,Q9C0C4,OID21329,v1,Oncology,syn51469050,SEMA4C_Q9C0C4_OID21329_v1_Oncology.tar
SEMA4D,Q92854,OID21020,v1,Neurology,syn51470208,SEMA4D_Q92854_OID21020_v1_Neurology.tar
SEMA6C,Q9H3T2,OID30531,v1,Inflammation_II,syn52361934,SEMA6C_Q9H3T2_OID30531_v1_Inflammation_II.tar
SEMA7A,O75326,OID20283,v1,Cardiometabolic,syn51468600,SEMA7A_O75326_OID20283_v1_Cardiometabolic.tar
SEPTIN3,Q9UH03,OID31025,v1,Neurology_II,syn52363265,SEPTIN3_Q9UH03_OID31025_v1_Neurology_II.tar
SEPTIN7,Q16181,OID31288,v1,Oncology_II,syn52363272,SEPTIN7_Q16181_OID31288_v1_Oncology_II.tar
SEPTIN8,Q92599,OID31079,v1,Neurology_II,syn52362858,SEPTIN8_Q92599_OID31079_v1_Neurology_II.tar
SEPTIN9,Q9UHD8,OID21279,v1,Oncology,syn51469679,SEPTIN9_Q9UHD8_OID21279_v1_Oncology.tar
SERPINA1,P01009,OID30750,v1,Inflammation_II,syn52362433,SERPINA1_P01009_OID30750_v1_Inflammation_II.tar
SERPINA11,Q86U17,OID20281,v1,Cardiometabolic,syn51470110,SERPINA11_Q86U17_OID20281_v1_Cardiometabolic.tar
SERPINA12,Q8IW75,OID20219,v1,Cardiometabolic,syn51469915,SERPINA12_Q8IW75_OID20219_v1_Cardiometabolic.tar
SERPINA3,P01011,OID30786,v1,Inflammation_II,syn52363519,SERPINA3_P01011_OID30786_v1_Inflammation_II.tar
SERPINA4,P29622,OID30774,v1,Inflammation_II,syn52362640,SERPINA4_P29622_OID30774_v1_Inflammation_II.tar
SERPINA5,P05154,OID30763,v1,Inflammation_II,syn52363096,SERPINA5_P05154_OID30763_v1_Inflammation_II.tar
SERPINA6,P08185,OID30743,v1,Inflammation_II,syn52361523,SERPINA6_P08185_OID30743_v1_Inflammation_II.tar
SERPINA7,P05543,OID30724,v1,Inflammation_II,syn52363467,SERPINA7_P05543_OID30724_v1_Inflammation_II.tar
SERPINA9,Q86WD7,OID21284,v1,Oncology,syn51469661,SERPINA9_Q86WD7_OID21284_v1_Oncology.tar
SERPINB1,P30740,OID21088,v1,Neurology,syn51468807,SERPINB1_P30740_OID21088_v1_Neurology.tar
SERPINB5,P36952,OID20064,v1,Cardiometabolic,syn51470999,SERPINB5_P36952_OID20064_v1_Cardiometabolic.tar
SERPINB6,P35237,OID21023,v1,Neurology,syn51468764,SERPINB6_P35237_OID21023_v1_Neurology.tar
SERPINB8,P50452,OID20630,v1,Inflammation,syn51469448,SERPINB8_P50452_OID20630_v1_Inflammation.tar
SERPINB9,P50453,OID20932,v1,Neurology,syn51470981,SERPINB9_P50453_OID20932_v1_Neurology.tar
SERPINC1,P01008,OID30789,v1,Inflammation_II,syn52362157,SERPINC1_P01008_OID30789_v1_Inflammation_II.tar
SERPIND1,P05546,OID30767,v1,Inflammation_II,syn52362309,SERPIND1_P05546_OID30767_v1_Inflammation_II.tar
SERPINE1,P05121,OID20342,v1,Cardiometabolic,syn51469133,SERPINE1_P05121_OID20342_v1_Cardiometabolic.tar
SERPINE2,P07093,OID30359,v1,Cardiometabolic_II,syn52361299,SERPINE2_P07093_OID30359_v1_Cardiometabolic_II.tar
SERPINF1,P36955,OID30757,v1,Inflammation_II,syn52362944,SERPINF1_P36955_OID30757_v1_Inflammation_II.tar
SERPINF2,P08697,OID30779,v1,Inflammation_II,syn52362020,SERPINF2_P08697_OID30779_v1_Inflammation_II.tar
SERPING1,P05155,OID30777,v1,Inflammation_II,syn52362469,SERPING1_P05155_OID30777_v1_Inflammation_II.tar
SERPINH1,P50454,OID31322,v1,Oncology_II,syn52363651,SERPINH1_P50454_OID31322_v1_Oncology_II.tar
SERPINI1,Q99574,OID30604,v1,Inflammation_II,syn52363061,SERPINI1_Q99574_OID30604_v1_Inflammation_II.tar
SERPINI2,O75830,OID31504,v1,Oncology_II,syn52362508,SERPINI2_O75830_OID31504_v1_Oncology_II.tar
SESTD1,Q86VW0,OID20790,v1,Neurology,syn51469015,SESTD1_Q86VW0_OID20790_v1_Neurology.tar
SETMAR,Q53H47,OID20948,v1,Neurology,syn51470388,SETMAR_Q53H47_OID20948_v1_Neurology.tar
SEZ6,Q53EL9,OID30968,v1,Neurology_II,syn52363507,SEZ6_Q53EL9_OID30968_v1_Neurology_II.tar
SEZ6L,Q9BYH1,OID21488,v1,Oncology,syn51469136,SEZ6L_Q9BYH1_OID21488_v1_Oncology.tar
SEZ6L2,Q6UXD5,OID21289,v1,Oncology,syn51471361,SEZ6L2_Q6UXD5_OID21289_v1_Oncology.tar
SF3B4,Q15427,OID21278,v1,Oncology,syn51469478,SF3B4_Q15427_OID21278_v1_Oncology.tar
SFRP1,Q8N474,OID20984,v1,Neurology,syn51471220,SFRP1_Q8N474_OID20984_v1_Neurology.tar
SFRP4,Q6FHJ7,OID30648,v1,Inflammation_II,syn52361956,SFRP4_Q6FHJ7_OID30648_v1_Inflammation_II.tar
SFTPA1,Q8IWL2,OID21165,v1,Oncology,syn51470306,SFTPA1_Q8IWL2_OID21165_v1_Oncology.tar
SFTPA2,Q8IWL1,OID21218,v1,Oncology,syn51469959,SFTPA2_Q8IWL1_OID21218_v1_Oncology.tar
SFTPD,P35247,OID20214,v1,Cardiometabolic,syn51469425,SFTPD_P35247_OID20214_v1_Cardiometabolic.tar
SGSH,P51688,OID30341,v1,Cardiometabolic_II,syn52362446,SGSH_P51688_OID30341_v1_Cardiometabolic_II.tar
SH2B3,Q9UQQ2,OID21222,v1,Oncology,syn51470224,SH2B3_Q9UQQ2_OID21222_v1_Oncology.tar
SH2D1A,O60880,OID20514,v1,Inflammation,syn51468461,SH2D1A_O60880_OID20514_v1_Inflammation.tar
SH3BGRL2,Q9UJC5,OID30863,v1,Neurology_II,syn52361396,SH3BGRL2_Q9UJC5_OID30863_v1_Neurology_II.tar
SH3BP1,Q9Y3L3,OID31439,v1,Oncology_II,syn52362437,SH3BP1_Q9Y3L3_OID31439_v1_Oncology_II.tar
SH3GL3,Q99963,OID31334,v1,Oncology_II,syn52363526,SH3GL3_Q99963_OID31334_v1_Oncology_II.tar
SH3GLB2,Q9NR46,OID31145,v1,Neurology_II,syn52363901,SH3GLB2_Q9NR46_OID31145_v1_Neurology_II.tar
SHBG,P04278,OID30685,v1,Inflammation_II,syn52362989,SHBG_P04278_OID30685_v1_Inflammation_II.tar
SHC1,P29353,OID31222,v1,Oncology_II,syn52361513,SHC1_P29353_OID31222_v1_Oncology_II.tar
SHD,Q96IW2,OID30098,v1,Cardiometabolic_II,syn52363184,SHD_Q96IW2_OID30098_v1_Cardiometabolic_II.tar
SHH,Q15465,OID30516,v1,Inflammation_II,syn52361605,SHH_Q15465_OID30516_v1_Inflammation_II.tar
SHISA5,Q8N114,OID30387,v1,Cardiometabolic_II,syn52363513,SHISA5_Q8N114_OID30387_v1_Cardiometabolic_II.tar
SHMT1,P34896,OID20714,v1,Inflammation,syn51471458,SHMT1_P34896_OID20714_v1_Inflammation.tar
SHPK,Q9UHJ6,OID31292,v1,Oncology_II,syn52362705,SHPK_Q9UHJ6_OID31292_v1_Oncology_II.tar
SIAE,Q9HAT2,OID21503,v1,Oncology,syn51469091,SIAE_Q9HAT2_OID21503_v1_Oncology.tar
SIGLEC1,Q9BZZ2,OID20690,v1,Inflammation,syn51471379,SIGLEC1_Q9BZZ2_OID20690_v1_Inflammation.tar
SIGLEC10,Q96LC7,OID20537,v1,Inflammation,syn51470270,SIGLEC10_Q96LC7_OID20537_v1_Inflammation.tar
SIGLEC15,Q6ZMC9,OID20812,v1,Neurology,syn51468883,SIGLEC15_Q6ZMC9_OID20812_v1_Neurology.tar
SIGLEC5,O15389,OID21082,v1,Neurology,syn51468635,SIGLEC5_O15389_OID21082_v1_Neurology.tar
SIGLEC6,O43699,OID21394,v1,Oncology,syn51470986,SIGLEC6_O43699_OID21394_v1_Oncology.tar
SIGLEC7,Q9Y286,OID20190,v1,Cardiometabolic,syn51468627,SIGLEC7_Q9Y286_OID20190_v1_Cardiometabolic.tar
SIGLEC8,Q9NYZ4,OID30261,v1,Cardiometabolic_II,syn52361599,SIGLEC8_Q9NYZ4_OID30261_v1_Cardiometabolic_II.tar
SIGLEC9,Q9Y336,OID21390,v1,Oncology,syn51470763,SIGLEC9_Q9Y336_OID21390_v1_Oncology.tar
SIL1,Q9H173,OID30207,v1,Cardiometabolic_II,syn52363283,SIL1_Q9H173_OID30207_v1_Cardiometabolic_II.tar
SIRPA,P78324,OID20304,v1,Cardiometabolic,syn51469925,SIRPA_P78324_OID20304_v1_Cardiometabolic.tar
SIRPB1,O00241,OID20739,v1,Inflammation,syn51469893,SIRPB1_O00241_OID20739_v1_Inflammation.tar
SIRT1,Q96EB6,OID30439,v1,Inflammation_II,syn52361347,SIRT1_Q96EB6_OID30439_v1_Inflammation_II.tar
SIRT2,Q8IXJ6,OID21375,v1,Oncology,syn51470902,SIRT2_Q8IXJ6_OID21375_v1_Oncology.tar
SIRT5,Q9NXA8,OID20820,v1,Neurology,syn51470450,SIRT5_Q9NXA8_OID20820_v1_Neurology.tar
SIT1,Q9Y3P8,OID20462,v1,Inflammation,syn51471147,SIT1_Q9Y3P8_OID20462_v1_Inflammation.tar
SKAP1,Q86WV1,OID20906,v1,Neurology,syn51468511,SKAP1_Q86WV1_OID20906_v1_Neurology.tar
SKAP2,O75563,OID20761,v1,Inflammation,syn51469007,SKAP2_O75563_OID20761_v1_Inflammation.tar
SKIV2L,Q15477,OID30056,v1,Cardiometabolic_II,syn52363490,SKIV2L_Q15477_OID30056_v1_Cardiometabolic_II.tar
SLA2,Q9H6Q3,OID31017,v1,Neurology_II,syn52362758,SLA2_Q9H6Q3_OID31017_v1_Neurology_II.tar
SLAMF1,Q13291,OID20496,v1,Inflammation,syn51469725,SLAMF1_Q13291_OID20496_v1_Inflammation.tar
SLAMF6,Q96DU3,OID21254,v1,Oncology,syn51468435,SLAMF6_Q96DU3_OID21254_v1_Oncology.tar
SLAMF7,Q9NQ25,OID20602,v1,Inflammation,syn51470455,SLAMF7_Q9NQ25_OID20602_v1_Inflammation.tar
SLAMF8,Q9P0V8,OID21214,v1,Oncology,syn51470938,SLAMF8_Q9P0V8_OID21214_v1_Oncology.tar
SLC12A2,P55011,OID30077,v1,Cardiometabolic_II,syn52363212,SLC12A2_P55011_OID30077_v1_Cardiometabolic_II.tar
SLC13A1,Q9BZW2,OID31388,v1,Oncology_II,syn52362041,SLC13A1_Q9BZW2_OID31388_v1_Oncology_II.tar
SLC16A1,P53985,OID20799,v1,Neurology,syn51470262,SLC16A1_P53985_OID20799_v1_Neurology.tar
SLC1A4,P43007,OID30926,v1,Neurology_II,syn52363001,SLC1A4_P43007_OID30926_v1_Neurology_II.tar
SLC27A4,Q6P1M0,OID20814,v1,Neurology,syn51468866,SLC27A4_Q6P1M0_OID20814_v1_Neurology.tar
SLC28A1,O00337,OID31220,v1,Oncology_II,syn52362601,SLC28A1_O00337_OID31220_v1_Oncology_II.tar
SLC34A3,Q8N130,OID31203,v1,Oncology_II,syn52361487,SLC34A3_Q8N130_OID31203_v1_Oncology_II.tar
SLC39A14,Q15043,OID20852,v1,Neurology,syn51471466,SLC39A14_Q15043_OID20852_v1_Neurology.tar
SLC39A5,Q6ZMH5,OID20539,v1,Inflammation,syn51469117,SLC39A5_Q6ZMH5_OID20539_v1_Inflammation.tar
SLC44A4,Q53GD3,OID30897,v1,Neurology_II,syn52361436,SLC44A4_Q53GD3_OID30897_v1_Neurology_II.tar
SLC4A1,P02730,OID30369,v1,Cardiometabolic_II,syn52361883,SLC4A1_P02730_OID30369_v1_Cardiometabolic_II.tar
SLC51B,Q86UW2,OID30107,v1,Cardiometabolic_II,syn52361976,SLC51B_Q86UW2_OID30107_v1_Cardiometabolic_II.tar
SLC9A3R1,O14745,OID30630,v1,Inflammation_II,syn52361754,SLC9A3R1_O14745_OID30630_v1_Inflammation_II.tar
SLC9A3R2,Q15599,OID31445,v1,Oncology_II,syn52363257,SLC9A3R2_Q15599_OID31445_v1_Oncology_II.tar
SLIRP,Q9GZT3,OID31174,v1,Oncology_II,syn52361892,SLIRP_Q9GZT3_OID31174_v1_Oncology_II.tar
SLIT2,O94813,OID20862,v1,Neurology,syn51469437,SLIT2_O94813_OID20862_v1_Neurology.tar
SLITRK1,Q96PX8,OID30510,v1,Inflammation_II,syn52362855,SLITRK1_Q96PX8_OID30510_v1_Inflammation_II.tar
SLITRK2,Q9H156,OID21409,v1,Oncology,syn51468739,SLITRK2_Q9H156_OID21409_v1_Oncology.tar
SLITRK6,Q9H5Y7,OID20094,v1,Cardiometabolic,syn51471157,SLITRK6_Q9H5Y7_OID20094_v1_Cardiometabolic.tar
SLK,Q9H2G2,OID31282,v1,Oncology_II,syn52362969,SLK_Q9H2G2_OID31282_v1_Oncology_II.tar
SLMAP,Q14BN4,OID31441,v1,Oncology_II,syn52361993,SLMAP_Q14BN4_OID31441_v1_Oncology_II.tar
SLURP1,P55000,OID30404,v1,Cardiometabolic_II,syn52362012,SLURP1_P55000_OID30404_v1_Cardiometabolic_II.tar
SMAD1,Q15797,OID21180,v1,Oncology,syn51468695,SMAD1_Q15797_OID21180_v1_Oncology.tar
SMAD2,Q15796,OID31353,v1,Oncology_II,syn52363167,SMAD2_Q15796_OID31353_v1_Oncology_II.tar
SMAD3,P84022,OID31418,v1,Oncology_II,syn52363632,SMAD3_P84022_OID31418_v1_Oncology_II.tar
SMAD5,Q99717,OID21353,v1,Oncology,syn51468561,SMAD5_Q99717_OID21353_v1_Oncology.tar
SMARCA2,P51531,OID20796,v1,Neurology,syn51471373,SMARCA2_P51531_OID20796_v1_Neurology.tar
SMC3,Q9UQE7,OID31195,v1,Oncology_II,syn52361528,SMC3_Q9UQE7_OID31195_v1_Oncology_II.tar
SMNDC1,O75940,OID31471,v1,Oncology_II,syn52361963,SMNDC1_O75940_OID31471_v1_Oncology_II.tar
SMOC1,Q9H4F8,OID21461,v1,Oncology,syn51468503,SMOC1_Q9H4F8_OID21461_v1_Oncology.tar
SMOC2,Q9H3U7,OID20730,v1,Inflammation,syn51469599,SMOC2_Q9H3U7_OID20730_v1_Inflammation.tar
SMPD1,P17405,OID21028,v1,Neurology,syn51469677,SMPD1_P17405_OID21028_v1_Neurology.tar
SMPD3,Q9NY59,OID30477,v1,Inflammation_II,syn52361483,SMPD3_Q9NY59_OID30477_v1_Inflammation_II.tar
SMPDL3A,Q92484,OID20676,v1,Inflammation,syn51468803,SMPDL3A_Q92484_OID20676_v1_Inflammation.tar
SMPDL3B,Q92485,OID31387,v1,Oncology_II,syn52363488,SMPDL3B_Q92485_OID31387_v1_Oncology_II.tar
SMS,P52788,OID30853,v1,Neurology_II,syn52362541,SMS_P52788_OID30853_v1_Neurology_II.tar
SMTN,P53814,OID31154,v1,Neurology_II,syn52362130,SMTN_P53814_OID31154_v1_Neurology_II.tar
SNAP23,O00161,OID20218,v1,Cardiometabolic,syn51471307,SNAP23_O00161_OID20218_v1_Cardiometabolic.tar
SNAP25,P60880,OID30811,v1,Neurology_II,syn52363089,SNAP25_P60880_OID30811_v1_Neurology_II.tar
SNAP29,O95721,OID21506,v1,Oncology,syn51469700,SNAP29_O95721_OID21506_v1_Oncology.tar
SNAPIN,O95295,OID31019,v1,Neurology_II,syn52361772,SNAPIN_O95295_OID31019_v1_Neurology_II.tar
SNCA,P37840,OID30645,v1,Inflammation_II,syn52361586,SNCA_P37840_OID30645_v1_Inflammation_II.tar
SNCG,O76070,OID20971,v1,Neurology,syn51468686,SNCG_O76070_OID20971_v1_Neurology.tar
SNED1,Q8TER0,OID30205,v1,Cardiometabolic_II,syn52362317,SNED1_Q8TER0_OID30205_v1_Cardiometabolic_II.tar
SNRPB2,P08579,OID31132,v1,Neurology_II,syn52361314,SNRPB2_P08579_OID31132_v1_Neurology_II.tar
SNU13,P55769,OID30052,v1,Cardiometabolic_II,syn52363518,SNU13_P55769_OID30052_v1_Cardiometabolic_II.tar
SNX15,Q9NRS6,OID30644,v1,Inflammation_II,syn52361792,SNX15_Q9NRS6_OID30644_v1_Inflammation_II.tar
SNX18,Q96RF0,OID31476,v1,Oncology_II,syn52362300,SNX18_Q96RF0_OID31476_v1_Oncology_II.tar
SNX2,O60749,OID31374,v1,Oncology_II,syn52363380,SNX2_O60749_OID31374_v1_Oncology_II.tar
SNX5,Q9Y5X3,OID30215,v1,Cardiometabolic_II,syn52361267,SNX5_Q9Y5X3_OID30215_v1_Cardiometabolic_II.tar
SNX9,Q9Y5X1,OID20135,v1,Cardiometabolic,syn51471328,SNX9_Q9Y5X1_OID20135_v1_Cardiometabolic.tar
SOD1,P00441,OID20386,v1,Cardiometabolic,syn51468704,SOD1_P00441_OID20386_v1_Cardiometabolic.tar
SOD2,P04179,OID21114,v1,Neurology,syn51469543,SOD2_P04179_OID21114_v1_Neurology.tar
SOD3,P08294,OID30683,v1,Inflammation_II,syn52361657,SOD3_P08294_OID30683_v1_Inflammation_II.tar
SORBS1,Q9BX66,OID30978,v1,Neurology_II,syn52361719,SORBS1_Q9BX66_OID30978_v1_Neurology_II.tar
SORCS2,Q96PQ0,OID21262,v1,Oncology,syn51469523,SORCS2_Q96PQ0_OID21262_v1_Oncology.tar
SORD,Q00796,OID21453,v1,Oncology,syn51468570,SORD_Q00796_OID21453_v1_Oncology.tar
SORT1,Q99523,OID20213,v1,Cardiometabolic,syn51469328,SORT1_Q99523_OID20213_v1_Cardiometabolic.tar
SOST,Q9BQB4,OID20204,v1,Cardiometabolic,syn51468870,SOST_Q9BQB4_OID20204_v1_Cardiometabolic.tar
SOWAHA,Q2M3V2,OID30888,v1,Neurology_II,syn52362249,SOWAHA_Q2M3V2_OID30888_v1_Neurology_II.tar
SOX2,P48431,OID30981,v1,Neurology_II,syn52362253,SOX2_P48431_OID30981_v1_Neurology_II.tar
SOX9,P48436,OID30905,v1,Neurology_II,syn52362641,SOX9_P48436_OID30905_v1_Neurology_II.tar
SPACA5_SPACA5B,Q96QH8,OID30990,v1,Neurology_II,syn52361362,SPACA5_SPACA5B_Q96QH8_OID30990_v1_Neurology_II.tar
SPAG1,Q07617,OID30979,v1,Neurology_II,syn52363197,SPAG1_Q07617_OID30979_v1_Neurology_II.tar
SPARC,P09486,OID21511,v1,Oncology,syn51470717,SPARC_P09486_OID21511_v1_Oncology.tar
SPARCL1,Q14515,OID20361,v1,Cardiometabolic,syn51471090,SPARCL1_Q14515_OID20361_v1_Cardiometabolic.tar
SPART,Q8N0X7,OID30656,v1,Inflammation_II,syn52362346,SPART_Q8N0X7_OID30656_v1_Inflammation_II.tar
SPESP1,Q6UW49,OID30298,v1,Cardiometabolic_II,syn52363657,SPESP1_Q6UW49_OID30298_v1_Cardiometabolic_II.tar
SPINK1,P00995,OID21097,v1,Neurology,syn51471218,SPINK1_P00995_OID21097_v1_Neurology.tar
SPINK2,P20155,OID30627,v1,Inflammation_II,syn52361854,SPINK2_P20155_OID30627_v1_Inflammation_II.tar
SPINK4,O60575,OID20509,v1,Inflammation,syn51469964,SPINK4_O60575_OID20509_v1_Inflammation.tar
SPINK5,Q9NQ38,OID21148,v1,Neurology,syn51468429,SPINK5_Q9NQ38_OID21148_v1_Neurology.tar
SPINK6,Q6UWN8,OID21450,v1,Oncology,syn51471239,SPINK6_Q6UWN8_OID21450_v1_Oncology.tar
SPINK8,P0C7L1,OID30153,v1,Cardiometabolic_II,syn52363348,SPINK8_P0C7L1_OID30153_v1_Cardiometabolic_II.tar
SPINT1,O43278,OID21109,v1,Neurology,syn51469900,SPINT1_O43278_OID21109_v1_Neurology.tar
SPINT2,O43291,OID20720,v1,Inflammation,syn51471273,SPINT2_O43291_OID20720_v1_Inflammation.tar
SPINT3,P49223,OID31509,v1,Oncology_II,syn52361989,SPINT3_P49223_OID31509_v1_Oncology_II.tar
SPOCK1,Q08629,OID20924,v1,Neurology,syn51471146,SPOCK1_Q08629_OID20924_v1_Neurology.tar
SPON1,Q9HCB6,OID20759,v1,Inflammation,syn51468604,SPON1_Q9HCB6_OID20759_v1_Inflammation.tar
SPON2,Q9BUD6,OID20221,v1,Cardiometabolic,syn51468752,SPON2_Q9BUD6_OID20221_v1_Cardiometabolic.tar
SPP1,P10451,OID20322,v1,Cardiometabolic,syn51468737,SPP1_P10451_OID20322_v1_Cardiometabolic.tar
SPRED2,Q7Z698,OID30423,v1,Inflammation_II,syn52362813,SPRED2_Q7Z698_OID30423_v1_Inflammation_II.tar
SPRING1,Q9H741,OID31197,v1,Oncology_II,syn52362152,SPRING1_Q9H741_OID31197_v1_Oncology_II.tar
SPRR1B,P22528,OID31296,v1,Oncology_II,syn52363280,SPRR1B_P22528_OID31296_v1_Oncology_II.tar
SPRR3,Q9UBC9,OID31131,v1,Neurology_II,syn52362509,SPRR3_Q9UBC9_OID31131_v1_Neurology_II.tar
SPRY2,O43597,OID20475,v1,Inflammation,syn51469640,SPRY2_O43597_OID20475_v1_Inflammation.tar
SPTBN2,O15020,OID30876,v1,Neurology_II,syn52361641,SPTBN2_O15020_OID30876_v1_Neurology_II.tar
SPTLC1,O15269,OID31086,v1,Neurology_II,syn52362425,SPTLC1_O15269_OID31086_v1_Neurology_II.tar
SRC,P12931,OID21521,v1,Oncology,syn51469162,SRC_P12931_OID21521_v1_Oncology.tar
SRP14,P37108,OID21324,v1,Oncology,syn51468768,SRP14_P37108_OID21324_v1_Oncology.tar
SRPK2,P78362,OID20502,v1,Inflammation,syn51469385,SRPK2_P78362_OID20502_v1_Inflammation.tar
SRPX,P78539,OID30310,v1,Cardiometabolic_II,syn52362247,SRPX_P78539_OID30310_v1_Cardiometabolic_II.tar
SSB,P05455,OID20818,v1,Neurology,syn51470374,SSB_P05455_OID20818_v1_Neurology.tar
SSBP1,Q04837,OID30468,v1,Inflammation_II,syn52362602,SSBP1_Q04837_OID30468_v1_Inflammation_II.tar
SSC4D,Q8WTU2,OID20182,v1,Cardiometabolic,syn51470827,SSC4D_Q8WTU2_OID20182_v1_Cardiometabolic.tar
SSC5D,A1L4H1,OID20351,v1,Cardiometabolic,syn51468432,SSC5D_A1L4H1_OID20351_v1_Cardiometabolic.tar
SSH3,Q8TE77,OID31216,v1,Oncology_II,syn52363562,SSH3_Q8TE77_OID31216_v1_Oncology_II.tar
SSNA1,O43805,OID31453,v1,Oncology_II,syn52361384,SSNA1_O43805_OID31453_v1_Oncology_II.tar
ST13,P50502,OID30624,v1,Inflammation_II,syn52362459,ST13_P50502_OID30624_v1_Inflammation_II.tar
ST3GAL1,Q11201,OID21322,v1,Oncology,syn51470125,ST3GAL1_Q11201_OID21322_v1_Oncology.tar
ST6GAL1,P15907,OID20302,v1,Cardiometabolic,syn51468610,ST6GAL1_P15907_OID20302_v1_Cardiometabolic.tar
ST8SIA1,Q92185,OID30442,v1,Inflammation_II,syn52361531,ST8SIA1_Q92185_OID30442_v1_Inflammation_II.tar
STAB2,Q8WWQ8,OID30401,v1,Cardiometabolic_II,syn52361966,STAB2_Q8WWQ8_OID30401_v1_Cardiometabolic_II.tar
STAM,Q92783,OID31425,v1,Oncology_II,syn52362619,STAM_Q92783_OID31425_v1_Oncology_II.tar
STAMBP,O95630,OID20955,v1,Neurology,syn51471455,STAMBP_O95630_OID20955_v1_Neurology.tar
STAT2,P52630,OID30536,v1,Inflammation_II,syn52363328,STAT2_P52630_OID30536_v1_Inflammation_II.tar
STAT5B,P51692,OID21277,v1,Oncology,syn51470302,STAT5B_P51692_OID21277_v1_Oncology.tar
STAU1,O95793,OID31210,v1,Oncology_II,syn52362396,STAU1_O95793_OID31210_v1_Oncology_II.tar
STC1,P52823,OID21014,v1,Neurology,syn51470840,STC1_P52823_OID21014_v1_Neurology.tar
STC2,O76061,OID21157,v1,Neurology,syn51471156,STC2_O76061_OID21157_v1_Neurology.tar
STEAP4,Q687X5,OID30846,v1,Neurology_II,syn52361996,STEAP4_Q687X5_OID30846_v1_Neurology_II.tar
STIP1,P31948,OID21077,v1,Neurology,syn51471376,STIP1_P31948_OID21077_v1_Neurology.tar
STK11,Q15831,OID20077,v1,Cardiometabolic,syn51469527,STK11_Q15831_OID20077_v1_Cardiometabolic.tar
STK24,Q9Y6E0,OID20837,v1,Neurology,syn51468748,STK24_Q9Y6E0_OID20837_v1_Neurology.tar
STK4,Q13043,OID20140,v1,Cardiometabolic,syn51470488,STK4_Q13043_OID20140_v1_Cardiometabolic.tar
STOML2,Q9UJZ1,OID31183,v1,Oncology_II,syn52362581,STOML2_Q9UJZ1_OID31183_v1_Oncology_II.tar
STX16,O14662,OID21170,v1,Oncology,syn51469689,STX16_O14662_OID21170_v1_Oncology.tar
STX1B,P61266,OID30934,v1,Neurology_II,syn52361894,STX1B_P61266_OID30934_v1_Neurology_II.tar
STX3,Q13277,OID31090,v1,Neurology_II,syn52361578,STX3_Q13277_OID31090_v1_Neurology_II.tar
STX4,Q12846,OID21326,v1,Oncology,syn51470474,STX4_Q12846_OID21326_v1_Oncology.tar
STX5,Q13190,OID30432,v1,Inflammation_II,syn52363533,STX5_Q13190_OID30432_v1_Inflammation_II.tar
STX6,O43752,OID21219,v1,Oncology,syn51471422,STX6_O43752_OID21219_v1_Oncology.tar
STX7,O15400,OID30560,v1,Inflammation_II,syn52362009,STX7_O15400_OID30560_v1_Inflammation_II.tar
STX8,Q9UNK0,OID20531,v1,Inflammation,syn51469432,STX8_Q9UNK0_OID20531_v1_Inflammation.tar
STXBP1,P61764,OID31054,v1,Neurology_II,syn52361450,STXBP1_P61764_OID31054_v1_Neurology_II.tar
STXBP3,O00186,OID21240,v1,Oncology,syn51471465,STXBP3_O00186_OID21240_v1_Oncology.tar
